Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
bungi-x-bobby-rabbit-hardware-unisex-hoodie,BUNGI X BOBBY RABBIT HARDWARE Unisex Hoodie,"<p>Who knew that the softest hoodie you'll ever own comes with such a cool design. You won't regret buying this classic streetwear piece of apparel with a convenient pouch pocket and warm hood for chilly evenings.<br><br>• 100% cotton face<br>• 65% ring-spun cotton, 35% polyester<br>• Front pouch pocket<br>• Self-fabric patch on the back<br>• Matching flat drawstrings<br>• 3-panel hood<br>• Blank product sourced from Pakistan<br><br>Disclaimer: This hoodie runs small. For the perfect fit, we recommend ordering one size larger than your usual size.<br><br>This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!</p>
<p><strong class=""size-guide-title"">Size guide</strong></p>
<div data-unit-system=""imperial"" class=""table-responsive dynamic"">
<table cellpadding=""5"">
<tbody>
<tr>
<td> </td>
<td><strong>CHEST WIDTH (inches)</strong></td>
<td><strong>LENGTH (inches)</strong></td>
</tr>
<tr>
<td><strong>S</strong></td>
<td>20</td>
<td>27</td>
</tr>
<tr>
<td><strong>M</strong></td>
<td>21</td>
<td>28</td>
</tr>
<tr>
<td><strong>L</strong></td>
<td>23</td>
<td>29</td>
</tr>
<tr>
<td><strong>XL</strong></td>
<td>25</td>
<td>30</td>
</tr>
<tr>
<td><strong>2XL</strong></td>
<td>26 ½</td>
<td>31</td>
</tr>
<tr>
<td><strong>3XL</strong></td>
<td>28</td>
<td>32</td>
</tr>
</tbody>
</table>
</div>",My Store,Uncategorized,"","",false,Color,Black,,Size,S,,,,,9004018_10779,487.61179775,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-black-front-683f9d11a7936.png?v=1748999462,1,Product mockup,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-black-front-683f9d11a7936.png?v=1748999462,oz,PC040100,45.79,active
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Black,,,M,,,,,9004018_10780,532.97103475,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-black-back-683f9d11a9742.png?v=1748999463,2,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-black-front-683f9d11a7936.png?v=1748999462,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Black,,,L,,,,,9004018_10781,566.9904625,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-navy-blazer-front-683f9d11ab4fe.png?v=1748999463,3,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-black-front-683f9d11a7936.png?v=1748999462,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Black,,,XL,,,,,9004018_10782,609.5147471875,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-navy-blazer-back-683f9d11ae0c4.png?v=1748999462,4,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-black-front-683f9d11a7936.png?v=1748999462,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Black,,,2XL,,,,,9004018_10783,683.2235073125,shopify,deny,manual,53.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-maroon-front-683f9d11b1d12.png?v=1748999463,5,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-black-front-683f9d11a7936.png?v=1748999462,oz,PC040100,47.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Black,,,3XL,,,,,9004018_13416,708.738078125,shopify,deny,manual,55.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-maroon-back-683f9d11b64a3.png?v=1748999462,6,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-black-front-683f9d11a7936.png?v=1748999462,oz,PC040100,49.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Navy Blazer,,,S,,,,,9004018_11491,487.61179775,shopify,deny,manual,50.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-charcoal-heather-front-683f9d11bbc17.png?v=1748999463,7,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-navy-blazer-front-683f9d11ab4fe.png?v=1748999463,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Navy Blazer,,,M,,,,,9004018_11492,532.97103475,shopify,deny,manual,50.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-charcoal-heather-back-683f9d11c14f8.png?v=1748999462,8,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-navy-blazer-front-683f9d11ab4fe.png?v=1748999463,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Navy Blazer,,,L,,,,,9004018_11493,566.9904625,shopify,deny,manual,50.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-vintage-black-front-683f9d11c724f.png?v=1748999462,9,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-navy-blazer-front-683f9d11ab4fe.png?v=1748999463,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Navy Blazer,,,XL,,,,,9004018_11494,609.5147471875,shopify,deny,manual,50.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-vintage-black-back-683f9d11ce1c5.png?v=1748999463,10,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-navy-blazer-front-683f9d11ab4fe.png?v=1748999463,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Navy Blazer,,,2XL,,,,,9004018_11495,683.2235073125,shopify,deny,manual,53.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-navy-blazer-front-683f9d11ab4fe.png?v=1748999463,oz,PC040100,47.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Navy Blazer,,,3XL,,,,,9004018_13417,708.738078125,shopify,deny,manual,55.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-navy-blazer-front-683f9d11ab4fe.png?v=1748999463,oz,PC040100,49.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Maroon,,,S,,,,,9004018_11486,487.61179775,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-maroon-front-683f9d11b1d12.png?v=1748999463,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Maroon,,,M,,,,,9004018_11487,532.97103475,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-maroon-front-683f9d11b1d12.png?v=1748999463,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Maroon,,,L,,,,,9004018_11488,566.9904625,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-maroon-front-683f9d11b1d12.png?v=1748999463,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Maroon,,,XL,,,,,9004018_11489,609.5147471875,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-maroon-front-683f9d11b1d12.png?v=1748999463,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Maroon,,,2XL,,,,,9004018_11490,683.2235073125,shopify,deny,manual,53.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-maroon-front-683f9d11b1d12.png?v=1748999463,oz,PC040100,47.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Maroon,,,3XL,,,,,9004018_13418,708.738078125,shopify,deny,manual,55.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-maroon-front-683f9d11b1d12.png?v=1748999463,oz,PC040100,49.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Charcoal Heather,,,S,,,,,9004018_11481,487.61179775,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-charcoal-heather-front-683f9d11bbc17.png?v=1748999463,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Charcoal Heather,,,M,,,,,9004018_11482,532.97103475,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-charcoal-heather-front-683f9d11bbc17.png?v=1748999463,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Charcoal Heather,,,L,,,,,9004018_11483,566.9904625,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-charcoal-heather-front-683f9d11bbc17.png?v=1748999463,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Charcoal Heather,,,XL,,,,,9004018_11484,609.5147471875,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-charcoal-heather-front-683f9d11bbc17.png?v=1748999463,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Charcoal Heather,,,2XL,,,,,9004018_11485,683.2235073125,shopify,deny,manual,53.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-charcoal-heather-front-683f9d11bbc17.png?v=1748999463,oz,PC040100,47.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Charcoal Heather,,,3XL,,,,,9004018_13419,708.738078125,shopify,deny,manual,55.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-charcoal-heather-front-683f9d11bbc17.png?v=1748999463,oz,PC040100,49.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Vintage Black,,,S,,,,,9004018_20272,487.61179775,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-vintage-black-front-683f9d11c724f.png?v=1748999462,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Vintage Black,,,M,,,,,9004018_20273,532.97103475,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-vintage-black-front-683f9d11c724f.png?v=1748999462,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Vintage Black,,,L,,,,,9004018_20274,566.9904625,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-vintage-black-front-683f9d11c724f.png?v=1748999462,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Vintage Black,,,XL,,,,,9004018_20275,609.5147471875,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-vintage-black-front-683f9d11c724f.png?v=1748999462,oz,PC040100,45.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Vintage Black,,,2XL,,,,,9004018_20276,683.2235073125,shopify,deny,manual,53.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-vintage-black-front-683f9d11c724f.png?v=1748999462,oz,PC040100,47.79,
bungi-x-bobby-rabbit-hardware-unisex-hoodie,,,,,,,,,Vintage Black,,,3XL,,,,,9004018_20277,708.738078125,shopify,deny,manual,55.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-vintage-black-front-683f9d11c724f.png?v=1748999462,oz,PC040100,49.79,
bungi-x-bobby-lightmode-rabbit-hardware-unisex-hoodie,BUNGI X BOBBY LIGHTMODE RABBIT HARDWARE Unisex Hoodie,"Who knew that the softest hoodie you'll ever own comes with such a cool design. You won't regret buying this classic streetwear piece of apparel with a convenient pouch pocket and warm hood for chilly evenings.<br>
<br>
• 100% cotton face<br>
• 65% ring-spun cotton, 35% polyester<br>
• Front pouch pocket<br>
• Self-fabric patch on the back<br>
• Matching flat drawstrings<br>
• 3-panel hood<br>
• Blank product sourced from Pakistan<br>
<br>
Disclaimer: This hoodie runs small. For the perfect fit, we recommend ordering one size larger than your usual size.<br>
<br>
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<p><strong class=""size-guide-title"">Size guide</strong></p><div class=""table-responsive dynamic"" data-unit-system=""imperial""><table cellpadding=""5""><tbody>
<tr>
<td> </td>
<td><strong>CHEST WIDTH (inches)</strong></td>
<td><strong>LENGTH (inches)</strong></td>
</tr>
<tr>
<td><strong>S</strong></td>
<td>20</td>
<td>27</td>
</tr>
<tr>
<td><strong>M</strong></td>
<td>21</td>
<td>28</td>
</tr>
<tr>
<td><strong>L</strong></td>
<td>23</td>
<td>29</td>
</tr>
<tr>
<td><strong>XL</strong></td>
<td>25</td>
<td>30</td>
</tr>
<tr>
<td><strong>2XL</strong></td>
<td>26 ½</td>
<td>31</td>
</tr>
<tr>
<td><strong>3XL</strong></td>
<td>28</td>
<td>32</td>
</tr>
</tbody></table></div>",My Store,,"","",false,Size,S,,,,,,,,4356716_10774,487.61179775,shopify,deny,manual,50.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-white-front-683f9ce1094eb.png?v=1748999411,1,Product mockup,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-white-front-683f9ce1094eb.png?v=1748999411,oz,PC040100,45.79,active
bungi-x-bobby-lightmode-rabbit-hardware-unisex-hoodie,,,,,,,,,M,,,,,,,,4356716_10775,532.97103475,shopify,deny,manual,50.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-white-back-683f9ce10ab8f.png?v=1748999410,2,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-white-front-683f9ce1094eb.png?v=1748999411,oz,PC040100,45.79,
bungi-x-bobby-lightmode-rabbit-hardware-unisex-hoodie,,,,,,,,,L,,,,,,,,4356716_10776,566.9904625,shopify,deny,manual,50.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-white-front-683f9ce1094eb.png?v=1748999411,oz,PC040100,45.79,
bungi-x-bobby-lightmode-rabbit-hardware-unisex-hoodie,,,,,,,,,XL,,,,,,,,4356716_10777,609.5147471875,shopify,deny,manual,50.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-white-front-683f9ce1094eb.png?v=1748999411,oz,PC040100,45.79,
bungi-x-bobby-lightmode-rabbit-hardware-unisex-hoodie,,,,,,,,,2XL,,,,,,,,4356716_10778,683.2235073125,shopify,deny,manual,53.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-white-front-683f9ce1094eb.png?v=1748999411,oz,PC040100,47.79,
bungi-x-bobby-lightmode-rabbit-hardware-unisex-hoodie,,,,,,,,,3XL,,,,,,,,4356716_13421,708.738078125,shopify,deny,manual,55.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-premium-hoodie-white-front-683f9ce1094eb.png?v=1748999411,oz,PC040100,49.79,
bungi-x-bobby-lightmode-rabbit-hardware-mens-t-shirt,BUNGI X BOBBY LIGHTMODE RABBIT HARDWARE Men's t-shirt,"Get to know your new favorite tee—it's super smooth, super comfortable, and made from a cotton touch polyester jersey that won't fade after washing. <br>
<br>
- Fabric composition in the EU: 96% polyester, 4% spandex<br>
- Fabric composition in the US: 93% polyester, 7% spandex<br>
- Fabric weight in the EU: 6.34 oz./yd.² (215 g/m²)<br>
- Fabric weight in the US: 7.08 oz./yd.² (240 g/m²)<br>
- Premium knit mid-weight jersey<br>
- Smooth, comfortable 2-way stretch fabric that stretches and recovers on the cross and lengthwise grains<br>
- Regular fit<br>
- Blank product components in the EU sourced from Lithuania<br>
- Blank product components in the US sourced from the US<br>
<br>
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<p><strong class=""size-guide-title"">Size guide</strong></p><div class=""table-responsive dynamic"" data-unit-system=""imperial""><table cellpadding=""5""><tbody>
<tr>
<td> </td>
<td><strong>CHEST (inches)</strong></td>
</tr>
<tr>
<td><strong>XS</strong></td>
<td>31 ⅛</td>
</tr>
<tr>
<td><strong>S</strong></td>
<td>34 ¼</td>
</tr>
<tr>
<td><strong>M</strong></td>
<td>37 ⅜</td>
</tr>
<tr>
<td><strong>L</strong></td>
<td>42 ⅛</td>
</tr>
<tr>
<td><strong>XL</strong></td>
<td>46 ⅞</td>
</tr>
<tr>
<td><strong>2XL</strong></td>
<td>51 ⅝</td>
</tr>
</tbody></table></div>",My Store,,"","",false,Size,XS,,,,,,,,7836547_8850,155.07189149375,shopify,deny,manual,27.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-mens-crew-neck-t-shirt-white-front-683f9c9fdcac3.png?v=1748999335,1,Product mockup,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-mens-crew-neck-t-shirt-white-front-683f9c9fdcac3.png?v=1748999335,oz,PC040100,22.39,active
bungi-x-bobby-lightmode-rabbit-hardware-mens-t-shirt,,,,,,,,,S,,,,,,,,7836547_8851,174.34956721875,shopify,deny,manual,27.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-mens-crew-neck-t-shirt-white-back-683f9c9fdd370.png?v=1748999335,2,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-mens-crew-neck-t-shirt-white-front-683f9c9fdcac3.png?v=1748999335,oz,PC040100,22.39,
bungi-x-bobby-lightmode-rabbit-hardware-mens-t-shirt,,,,,,,,,M,,,,,,,,7836547_8852,182.0039384625,shopify,deny,manual,27.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-mens-crew-neck-t-shirt-white-right-683f9c9fdd489.png?v=1748999335,3,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-mens-crew-neck-t-shirt-white-front-683f9c9fdcac3.png?v=1748999335,oz,PC040100,22.39,
bungi-x-bobby-lightmode-rabbit-hardware-mens-t-shirt,,,,,,,,,L,,,,,,,,7836547_8853,206.10103311875,shopify,deny,manual,27.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-mens-crew-neck-t-shirt-white-left-683f9c9fdd55d.png?v=1748999335,4,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-mens-crew-neck-t-shirt-white-front-683f9c9fdcac3.png?v=1748999335,oz,PC040100,22.39,
bungi-x-bobby-lightmode-rabbit-hardware-mens-t-shirt,,,,,,,,,XL,,,,,,,,7836547_8854,233.88356578125,shopify,deny,manual,27.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-mens-crew-neck-t-shirt-white-front-683f9c9fdcac3.png?v=1748999335,oz,PC040100,22.39,
bungi-x-bobby-lightmode-rabbit-hardware-mens-t-shirt,,,,,,,,,2XL,,,,,,,,7836547_8855,283.49523125,shopify,deny,manual,27.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-mens-crew-neck-t-shirt-white-front-683f9c9fdcac3.png?v=1748999335,oz,PC040100,24.39,
